pass,forwardresult,backresult,profit,expectedpayoff,profitfactor,recoveryfactor,sharperatio,custom,equityddpercent,trades,slatrmultiplier,tpatrmultiplier,takeprofitpercent,rsibuybelow,rsisellabove,maxdrawdown,winrate,symbol,timeframe,is_start,is_end,oos_start,oos_end
2334,28.18,97.47,185.98,4.428095,1.102237,0.371871,1.264035,0,4.9429,42,4.7,4.9,76,27,61,4.9429,28.18,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1060,28.17,94.52,-215.22,-4.782667,0.888426,-0.327665,-1.530316,0,6.2995,45,5.0,4.1,81,31,61,6.2995,28.17,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2596,28.17,96.36,-237.87,-5.286,0.879828,-0.404108,-1.556393,0,5.8146,45,4.6,4.2,71,30,60,5.8146,28.17,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4203,28.17,99.03,10.81,0.245682,1.006853,0.032409,0.090726,0,3.3029,44,5.3,3.8,75,26,67,3.3029,28.17,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2265,28.13,98.78,-325.99,-7.244222,0.837686,-0.553294,-2.332695,0,5.7407,45,4.6,4.4,67,25,61,5.7407,28.13,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1337,28.10,92.67,-386.56,-8.590222,0.809371,-0.598038,-3.482869,0,6.3130,45,4.3,5.4,51,21,65,6.313,28.1,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1882,28.10,86.21,-321.66,-7.148,0.835768,-0.439877,-2.636915,0,7.2542,45,4.5,3.8,75,30,66,7.2542,28.1,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2790,28.09,97.58,-0.03,-0.000682,0.999981,-5.6e-05,-0.000272,0,5.0753,44,5.4,3.9,71,20,63,5.0753,28.09,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2735,28.08,80.01,-432.63,-9.614,0.784431,-0.630592,-3.344631,0,6.7985,45,4.3,3.7,72,28,67,6.7985,28.08,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1653,28.06,93.74,-622.09,-12.4418,0.743496,-0.718971,-4.366733,0,8.5281,50,3.6,2.9,90,22,60,8.5281,28.06,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
447,28.04,94.46,65.94,1.498636,1.034866,0.098226,0.451365,0,6.6634,44,4.3,3.7,88,39,65,6.6634,28.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2203,28.04,99.13,-4.89,-0.111136,0.996903,-0.010648,-0.039705,0,4.4000,44,5.2,4.9,57,22,64,4.4,28.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2881,28.03,99.45,60.68,1.379091,1.032186,0.117258,0.429404,0,5.1347,44,4.8,5.1,69,30,65,5.1347,28.03,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2459,28.01,99.14,88.64,2.061395,1.058025,0.191063,0.811817,0,4.3964,43,5.1,5.0,56,26,67,4.3964,28.01,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3212,28.00,99.57,295.77,7.39425,1.179222,0.6333,1.895433,0,4.5742,40,5.2,5.4,79,31,61,4.5742,28.0,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1192,28.00,95.93,201.12,4.905366,1.123673,0.373766,1.499364,0,5.0105,41,5.0,5.3,63,20,61,5.0105,28.0,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.99,99.49,356.44,9.139487,1.252152,0.840601,2.540711,0,4.1635,39,5.1,5.3,65,26,63,4.1635,27.99,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3444,27.98,99.69,-16.59,-0.377045,0.990161,-0.038638,-0.12384,0,4.1235,44,5.0,5.0,57,25,60,4.1235,27.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3740,27.98,96.99,19.32,0.439091,1.010759,0.047012,0.141022,0,4.0061,44,5.4,5.0,72,32,60,4.0061,27.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.98,98.55,204.17,4.979756,1.143019,0.448361,1.466886,0,4.5189,41,5.2,4.5,67,26,66,4.5189,27.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.97,99.53,255.08,6.377,1.166641,0.595759,1.845451,0,4.2391,40,5.2,5.3,66,26,63,4.2391,27.97,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1087,27.96,95.32,441.72,11.326154,1.245549,0.872378,3.333125,0,4.6249,39,3.8,4.1,89,26,62,4.6249,27.96,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3566,27.96,99.29,52.27,1.187955,1.02759,0.105814,0.394226,0,4.8031,44,5.1,5.2,72,32,60,4.8031,27.96,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2276,27.94,99.40,-26.37,-0.599318,0.984363,-0.060277,-0.196954,0,4.2020,44,5.0,3.5,81,25,60,4.202,27.94,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.94,99.77,328.74,8.429231,1.251065,0.864514,2.468024,0,3.7630,39,5.4,4.5,71,26,63,3.763,27.94,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
445,27.91,20.43,1311.86,35.455676,1.6944,1.639784,7.093581,0,6.9362,37,2.6,4.4,89,39,80,6.9362,27.91,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2705,27.89,99.22,116.62,2.712093,1.070113,0.285169,0.774715,0,4.0397,43,4.8,5.8,51,29,60,4.0397,27.89,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4179,27.86,69.33,602.31,14.340714,1.215665,0.753509,3.360338,0,7.0107,42,2.0,5.2,77,29,60,7.0107,27.86,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3378,27.86,99.64,235.96,5.755122,1.135929,0.431174,1.493238,0,5.4181,41,4.7,4.8,79,30,63,5.4181,27.86,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.85,98.38,106.15,2.468605,1.063799,0.201164,0.777403,0,4.9623,43,4.7,4.2,71,26,64,4.9623,27.85,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2257,27.84,97.24,52.15,1.185227,1.026714,0.085157,0.339998,0,6.0439,44,4.0,4.7,67,25,62,6.0439,27.84,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.83,95.86,148.7,3.304444,1.06904,0.25534,0.930332,0,5.4828,45,3.9,4.9,77,32,67,5.4828,27.83,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2076,27.82,97.80,-53.82,-1.223182,0.966948,-0.091619,-0.426992,0,5.5767,44,5.2,4.8,59,20,62,5.5767,27.82,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
898,27.82,98.26,-52.37,-1.190227,0.966921,-0.114093,-0.504811,0,4.4180,44,5.2,5.4,51,21,65,4.418,27.82,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1935,27.80,96.72,-40.29,-0.915682,0.977014,-0.073279,-0.319681,0,5.2316,44,5.0,4.4,67,30,62,5.2316,27.8,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.79,99.68,43.62,0.991364,1.022868,0.094003,0.29493,0,4.5863,44,5.2,5.8,67,30,61,4.5863,27.79,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3289,27.79,98.82,159.97,3.80881,1.090456,0.259359,1.176972,0,6.0964,42,4.5,4.6,70,27,61,6.0964,27.79,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.79,99.08,43.02,0.977727,1.022557,0.0932,0.290738,0,4.5678,44,5.2,4.8,82,30,63,4.5678,27.79,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3363,27.78,97.52,157.38,3.747143,1.088862,0.253202,1.177565,0,6.1422,42,4.5,4.6,70,27,62,6.1422,27.78,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2086,27.77,98.82,41.7,0.947727,1.021823,0.09034,0.281846,0,4.5678,44,5.2,5.0,79,30,63,4.5678,27.77,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.76,65.23,163.85,4.09625,1.107739,0.467475,1.857279,0,3.3904,40,3.6,4.0,52,25,74,3.3904,27.76,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1191,27.75,99.04,232.75,5.676829,1.119274,0.409216,1.679777,0,5.3465,41,3.8,4.6,77,29,63,5.3465,27.75,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2774,27.75,98.75,36.64,0.832727,1.019663,0.068583,0.27733,0,5.1792,44,5.2,5.4,70,32,60,5.1792,27.75,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2882,27.75,90.10,-57.4,-1.304545,0.967195,-0.100813,-0.450183,0,5.4164,44,5.1,3.8,79,30,63,5.4164,27.75,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
34,27.74,89.32,-110.09,-2.502045,0.922772,-0.305288,-1.113077,0,3.5420,44,4.7,3.3,58,21,68,3.542,27.74,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1242,27.74,83.59,-88.45,-2.010227,0.944483,-0.231812,-0.964199,0,3.7328,44,4.0,3.6,55,20,69,3.7328,27.74,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.73,94.42,-64.06,-1.455909,0.963388,-0.112341,-0.50284,0,5.4276,44,5.1,4.2,71,30,63,5.4276,27.73,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.72,91.90,-449.64,-8.9928,0.811555,-0.388431,-2.782255,0,11.4252,50,4.0,3.3,98,32,64,11.4252,27.72,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3532,27.72,99.27,344.81,8.841282,1.240025,0.791193,2.46001,0,4.2444,39,5.1,5.2,66,26,65,4.2444,27.72,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2226,27.72,99.21,-69.57,-1.581136,0.958634,-0.142354,-0.589498,0,4.7007,44,4.9,4.9,57,20,65,4.7007,27.72,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2569,27.72,98.11,181.13,4.212326,1.09234,0.451989,1.096734,0,3.9574,43,4.8,5.1,83,35,60,3.9574,27.72,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.71,96.79,-72.98,-1.658636,0.957412,-0.128089,-0.573192,0,5.4280,44,5.2,4.8,62,30,63,5.428,27.71,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3800,27.71,97.55,-72.98,-1.658636,0.957412,-0.128089,-0.573192,0,5.4280,44,5.2,4.2,71,30,63,5.428,27.71,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1757,27.66,96.59,-100.07,-2.274318,0.941655,-0.26902,-0.887406,0,3.6777,44,4.8,3.4,82,24,63,3.6777,27.66,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2684,27.66,99.67,181.6,4.32381,1.100793,0.397409,1.188145,0,4.3014,42,4.8,5.1,75,32,60,4.3014,27.66,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2497,27.64,99.42,-106.17,-2.412955,0.937778,-0.17193,-0.9616,0,5.8864,44,5.0,4.9,57,20,64,5.8864,27.64,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3177,27.62,98.98,346.95,8.896154,1.228407,0.866054,2.40947,0,3.8705,39,4.7,3.8,92,26,65,3.8705,27.62,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2175,27.61,96.71,9.11,0.19383,1.003979,0.012235,0.056241,0,7.3317,47,3.8,4.6,77,29,60,7.3317,27.61,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3967,27.59,92.80,158.46,3.772857,1.097817,0.34391,1.115035,0,4.5273,42,5.2,3.7,91,27,62,4.5273,27.59,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4351,27.58,99.54,313.29,8.033077,1.236082,0.826274,2.362452,0,3.7516,39,5.3,5.0,62,26,63,3.7516,27.58,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1011,27.58,98.09,-324.71,-7.379773,0.799874,-0.657867,-3.263647,0,4.8574,44,6.0,2.9,97,26,65,4.8574,27.58,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.57,97.26,309.09,7.925385,1.240882,0.818695,2.343109,0,3.7355,39,5.3,4.9,62,26,63,3.7355,27.57,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1384,27.56,90.97,-68.12,-1.548182,0.963325,-0.121184,-0.477345,0,5.5474,44,4.2,3.8,73,21,62,5.5474,27.56,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3872,27.56,98.94,188.09,4.587561,1.109521,0.357742,1.47141,0,5.1953,41,4.6,3.8,92,28,63,5.1953,27.56,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.55,99.76,311.29,7.981795,1.237726,0.813405,2.34889,0,3.7866,39,5.4,5.0,62,26,63,3.7866,27.55,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2294,27.55,99.16,-236.88,-5.383636,0.859086,-0.514811,-2.143827,0,4.5635,44,5.1,3.2,83,20,65,4.5635,27.55,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2776,27.54,99.21,-254.89,-5.792955,0.852028,-0.55788,-2.080448,0,4.5175,44,5.6,3.6,80,26,64,4.5175,27.54,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.53,95.30,-265.35,-6.030682,0.845819,-0.496297,-2.240217,0,5.2064,44,5.4,3.8,72,22,63,5.2064,27.53,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2841,27.52,95.04,-394.85,-7.312037,0.856686,-0.566475,-2.521977,0,6.8630,54,3.6,4.4,73,27,60,6.863,27.52,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.51,98.37,310.29,7.956154,1.234734,0.82364,2.333231,0,3.7280,39,5.3,4.5,71,28,63,3.728,27.51,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2845,27.50,99.47,-102.83,-2.337045,0.943818,-0.191929,-0.764318,0,5.3045,44,5.6,5.2,70,32,62,5.3045,27.5,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2809,27.49,98.77,-109.38,-2.485909,0.940578,-0.22201,-0.818456,0,4.7449,44,4.7,4.2,71,21,61,4.7449,27.49,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
688,27.49,50.89,687.98,18.594054,1.513008,1.57249,4.451658,0,4.3391,37,5.2,4.5,96,36,68,4.3391,27.49,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.49,96.04,101.7,2.365116,1.059679,0.248673,0.764274,0,3.9804,43,5.2,5.5,65,32,60,3.9804,27.49,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1141,27.48,99.56,-119.01,-2.704773,0.934091,-0.271365,-0.987278,0,4.3283,44,4.5,3.8,75,21,64,4.3283,27.48,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3656,27.48,99.75,-119.01,-2.704773,0.934091,-0.271365,-0.987278,0,4.3283,44,4.5,3.8,75,20,64,4.3283,27.48,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1605,27.47,97.20,-26.42,-0.574348,0.98836,-0.032642,-0.18867,0,7.6044,46,3.4,4.3,70,20,61,7.6044,27.47,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2675,27.47,90.38,-104.53,-2.375682,0.94404,-0.152735,-0.834126,0,6.4688,44,5.2,4.8,70,31,61,6.4688,27.47,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1490,27.45,99.33,-137.65,-3.128409,0.922979,-0.281995,-1.135052,0,4.7160,44,4.7,4.9,58,20,63,4.716,27.45,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2353,27.44,96.34,-163.59,-3.717955,0.9134,-0.352034,-1.180032,0,4.5112,44,4.5,4.7,61,27,64,4.5112,27.44,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1478,27.43,98.99,-169.26,-3.846818,0.907795,-0.352662,-1.292489,0,4.6549,44,4.7,3.8,76,20,62,4.6549,27.43,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2390,27.41,99.45,-187.9,-4.270455,0.896633,-0.339568,-1.290844,0,5.4659,44,4.7,3.8,76,26,61,5.4659,27.41,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4303,27.39,99.41,-207.28,-4.710909,0.885524,-0.367883,-1.418652,0,5.5656,44,4.7,4.9,58,26,61,5.5656,27.39,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4278,27.39,94.95,-215.1,-4.888636,0.877342,-0.42923,-1.753105,0,4.9702,44,4.7,5.4,51,26,65,4.9702,27.39,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2507,27.39,23.62,1078.22,29.141081,1.56186,1.800635,7.362139,0,5.4620,37,2.0,3.2,89,31,76,5.462,27.39,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1128,27.38,96.13,-444.37,-8.713137,0.824278,-0.577186,-3.26546,0,7.5547,51,3.6,4.4,64,25,61,7.5547,27.38,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3718,27.38,99.68,-12.21,-0.2775,0.993598,-0.026859,-0.084173,0,4.5008,44,5.2,4.5,87,30,63,4.5008,27.38,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.36,99.69,-15.57,-0.353864,0.991837,-0.03425,-0.107309,0,4.5008,44,5.2,5.8,67,30,63,4.5008,27.36,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3345,27.34,58.71,365.65,8.503488,1.141101,0.459746,2.079165,0,7.3396,43,2.0,3.6,84,31,70,7.3396,27.34,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2205,27.33,92.89,100.68,2.341395,1.060444,0.194946,0.655442,0,5.1016,43,4.8,4.2,75,31,61,5.1016,27.33,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3951,27.32,99.32,143.98,3.428095,1.08322,0.351025,1.098041,0,4.0543,42,5.0,5.0,73,32,60,4.0543,27.32,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
738,27.31,94.63,-62.64,-1.332766,0.972775,-0.091444,-0.405171,0,6.7597,47,4.0,5.6,65,30,62,6.7597,27.31,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2325,27.31,97.37,-468.12,-10.639091,0.7461,-0.815469,-4.133542,0,5.6803,44,5.5,3.9,71,27,62,5.6803,27.31,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2677,27.30,99.31,-78.42,-1.668511,0.964801,-0.140021,-0.476939,0,5.5354,47,4.5,5.3,71,32,61,5.5354,27.3,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
809,27.30,99.30,-112.96,-2.455652,0.949013,-0.175344,-0.767737,0,6.1830,46,3.6,4.3,70,20,61,6.183,27.3,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3265,27.30,97.54,142.07,3.157111,1.062421,0.179783,0.84922,0,7.2852,45,3.7,4.8,79,30,60,7.2852,27.3,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2467,27.30,97.91,71.52,1.663256,1.045935,0.136125,0.617179,0,4.9580,43,5.1,5.0,56,21,64,4.958,27.3,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3367,27.29,98.98,-123.28,-2.68,0.944356,-0.191363,-0.844828,0,6.1891,46,3.6,5.8,51,20,61,6.1891,27.29,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2696,27.26,99.74,148.95,3.546429,1.084232,0.241492,1.097727,0,6.0964,42,4.5,5.3,60,27,61,6.0964,27.26,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3811,27.23,86.32,418.49,10.46225,1.200884,0.854026,3.147462,0,4.8371,40,2.9,4.8,69,29,67,4.8371,27.23,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3973,27.22,95.80,92.21,2.144419,1.053611,0.215017,0.69448,0,4.1701,43,5.2,5.0,72,32,60,4.1701,27.22,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1484,27.21,94.61,-91.53,-1.947447,0.960885,-0.11448,-0.663189,0,7.5509,47,3.6,4.5,72,28,60,7.5509,27.21,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1161,27.19,97.73,318.78,8.173846,1.208333,0.747135,2.333547,0,4.2243,39,4.8,4.2,82,26,62,4.2243,27.19,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4066,27.15,99.50,-304.37,-6.616739,0.860791,-0.480693,-2.288523,0,6.1602,46,3.7,3.8,75,20,63,6.1602,27.15,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1623,27.15,95.19,142.37,3.389762,1.093268,0.327325,1.03501,0,4.1121,42,5.2,3.8,80,25,60,4.1121,27.15,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1067,27.15,89.97,-75.41,-1.713864,0.960163,-0.156885,-0.667623,0,4.6385,44,4.0,5.4,51,21,65,4.6385,27.15,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4031,27.08,97.95,132.3,3.15,1.085205,0.263189,1.031441,0,4.7267,42,5.0,4.4,67,28,62,4.7267,27.08,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,27.06,99.32,91.84,2.135814,1.051186,0.197918,0.648688,0,4.5863,43,5.2,5.7,67,30,61,4.5863,27.06,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2489,27.04,99.24,85.39,1.985814,1.046475,0.174429,0.647868,0,4.7653,43,5.1,5.3,70,32,60,4.7653,27.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2312,27.04,97.07,-614.3,-13.354348,0.720941,-0.797254,-4.903978,0,7.6040,46,4.3,3.8,72,22,63,7.604,27.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3819,27.03,99.47,84.68,1.969302,1.048611,0.192201,0.641542,0,4.2833,43,5.2,5.2,70,32,60,4.2833,27.03,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2848,27.03,90.93,71.07,1.652791,1.044588,0.118013,0.532256,0,5.6423,43,5.2,4.8,63,20,61,5.6423,27.03,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4276,27.03,85.66,-39.78,-0.82875,0.983745,-0.063088,-0.251403,0,6.2014,48,3.2,4.3,71,26,64,6.2014,27.03,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1077,27.02,92.44,43.19,1.004419,1.034558,0.121535,0.500152,0,3.4175,43,5.6,4.4,50,27,68,3.4175,27.02,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3489,26.99,98.82,-229.01,-5.204773,0.882886,-0.370369,-1.680594,0,5.9516,44,4.5,3.8,76,20,62,5.9516,26.99,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3846,26.97,99.08,-293.65,-6.673864,0.849055,-0.565157,-2.525821,0,5.1545,44,4.5,3.8,76,23,65,5.1545,26.97,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1825,26.97,99.02,-414.51,-8.819362,0.820043,-0.507002,-2.913295,0,7.9474,47,3.7,4.8,60,20,62,7.9474,26.97,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2450,26.96,99.70,-128.3,-2.851111,0.939666,-0.20282,-0.952407,0,6.2521,45,4.6,4.8,78,28,60,6.2521,26.96,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1017,26.95,92.33,-776.68,-16.884348,0.632984,-0.870796,-5.0,0,8.8263,46,5.8,3.9,83,34,62,8.8263,26.95,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,26.94,86.43,-298.45,-6.782955,0.844752,-0.437725,-2.241829,0,6.5665,44,5.0,4.4,71,30,63,6.5665,26.94,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1939,26.94,98.74,-368.38,-8.372273,0.808769,-0.665727,-2.514278,0,5.4659,44,4.7,3.8,76,27,61,5.4659,26.94,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
954,26.94,85.69,-399.07,-8.490851,0.818706,-0.461443,-2.454972,0,8.5344,47,4.2,4.1,76,36,60,8.5344,26.94,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1259,26.91,99.63,61.85,1.438372,1.037475,0.120481,0.479772,0,4.8544,43,4.9,4.3,70,20,61,4.8544,26.91,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2804,26.90,99.33,329.1,8.438462,1.214067,0.712245,2.214986,0,4.5109,39,5.1,4.6,83,26,61,4.5109,26.9,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
858,26.88,94.14,187.07,4.562683,1.1333,0.505882,1.313704,0,3.6662,41,5.2,4.5,64,24,66,3.6662,26.88,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1188,26.87,91.66,-239.75,-5.327778,0.887405,-0.381421,-1.990709,0,6.0778,45,3.6,4.5,59,20,63,6.0778,26.87,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3415,26.86,49.91,281.38,6.543721,1.117789,0.532826,1.74729,0,4.9116,43,2.0,3.6,70,27,70,4.9116,26.86,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
793,26.85,92.27,-304.31,-6.762444,0.861127,-0.511454,-2.23207,0,5.7818,45,4.3,3.7,89,23,60,5.7818,26.85,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
140,26.85,17.70,386.36,9.659,1.188024,0.696119,2.93282,0,5.3146,40,2.2,2.7,100,30,78,5.3146,26.85,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,26.85,96.07,62.7,1.45814,1.036955,0.137766,0.49089,0,4.4118,43,5.2,3.8,88,27,60,4.4118,26.85,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
